,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
104216,2016-03-24 15:53:50,MITSUBISHI_COLT_AUTOMATIK_TÜV_04/2017......,privat,Angebot,450,test,kleinwagen,1996,automatik,75,colt,150000,6,benzin,mitsubishi,nein,2016-03-24 00:00:00,0,36124,2016-03-24 16:40:16
210266,2016-03-09 12:46:40,Opel_Astra_Cabrio_2.0_16V_Turbo,privat,Angebot,7500,control,cabrio,2003,manuell,200,astra,125000,10,benzin,opel,nein,2016-03-09 00:00:00,0,79761,2016-04-05 23:18:00
28444,2016-03-05 17:43:21,BMW_316i_mit_TÜV,privat,Angebot,550,test,,2016,manuell,0,3er,150000,0,benzin,bmw,,2016-03-05 00:00:00,0,83349,2016-03-08 05:16:37
36258,2016-03-15 11:41:44,Verkaufe_Peugeout_206,privat,Angebot,700,test,kleinwagen,2000,manuell,60,3_reihe,150000,10,benzin,peugeot,ja,2016-03-15 00:00:00,0,99310,2016-03-18 03:47:10
185383,2016-04-02 23:58:35,BMW_alpina_b_3.3,privat,Angebot,0,test,limousine,2000,manuell,280,3er,150000,5,,bmw,,2016-04-02 00:00:00,0,49457,2016-04-05 05:44:51
246867,2016-03-16 08:36:57,Golf_4_1.6_Benzin__TÜV_10/2017__8_Fach_bereift,privat,Angebot,1000,test,limousine,1998,manuell,101,golf,150000,4,benzin,volkswagen,nein,2016-03-16 00:00:00,0,88213,2016-03-28 01:16:51
264208,2016-03-06 23:47:22,Verkaufe_oder_Tausche,privat,Angebot,4000,control,andere,2003,manuell,125,andere,150000,0,lpg,kia,,2016-03-06 00:00:00,0,99752,2016-04-05 15:17:52
209778,2016-03-09 19:46:49,BMW_530d_Touring_Aut._Voll,privat,Angebot,12500,test,kombi,2007,automatik,235,5er,150000,3,diesel,bmw,nein,2016-03-09 00:00:00,0,31535,2016-03-14 13:44:10
279196,2016-03-26 17:43:50,BMW_530i,privat,Angebot,5000,control,limousine,2003,manuell,231,5er,150000,10,benzin,bmw,nein,2016-03-26 00:00:00,0,63755,2016-04-06 06:16:20
73810,2016-03-09 22:55:18,Mercedes_C_200,privat,Angebot,850,test,kombi,1998,manuell,125,,150000,3,benzin,mercedes_benz,,2016-03-09 00:00:00,0,66687,2016-04-05 15:47:36
12318,2016-04-06 02:36:37,Trabant_601_K_Ez_69_e_Karosse_78,privat,Angebot,990,test,kombi,1969,,26,,5000,0,,trabant,,2016-04-06 00:00:00,0,4758,2016-04-06 02:36:37
370563,2016-03-31 13:44:40,Top_gepflegter_Kia_Venga_1.6_CVVT_Edition_7,privat,Angebot,10750,control,limousine,2012,manuell,126,andere,50000,12,benzin,kia,nein,2016-03-31 00:00:00,0,10243,2016-04-07 10:36:38
354894,2016-03-22 22:54:13,Kia_Picanto_1.1_EX,privat,Angebot,2650,control,kleinwagen,2007,manuell,65,picanto,125000,3,benzin,kia,nein,2016-03-22 00:00:00,0,44357,2016-04-03 04:45:54
255101,2016-04-04 10:50:49,Fiat_Punto_GT_3,privat,Angebot,2350,control,kleinwagen,1999,manuell,131,punto,150000,0,benzin,fiat,nein,2016-04-04 00:00:00,0,79540,2016-04-06 11:46:34
64865,2016-03-10 18:45:07,Opel_Omega_2_5_V6_LEDER_XENNON_TEMPOMATH,privat,Angebot,2100,test,limousine,1999,manuell,170,omega,125000,12,benzin,opel,nein,2016-03-10 00:00:00,0,44263,2016-04-05 23:18:19
204856,2016-03-10 20:25:28,Opel_Astra_1.6_Caravan_Comfort,privat,Angebot,1350,control,kombi,2002,manuell,84,astra,150000,10,benzin,opel,nein,2016-03-10 00:00:00,0,61169,2016-03-20 21:15:41
327430,2016-04-04 00:58:10,Renault_Megane_2.0_Coupe_Cabriolet_Confort_Privilege,privat,Angebot,4800,test,cabrio,2004,manuell,135,megane,100000,4,benzin,renault,nein,2016-04-03 00:00:00,0,34376,2016-04-06 09:16:43
344888,2016-03-23 22:37:20,Toyota_Auris_1.8_VVT_i_Hybrid_Automatik_START_Edition,privat,Angebot,14890,test,limousine,2013,automatik,99,auris,30000,5,hybrid,toyota,nein,2016-03-23 00:00:00,0,2977,2016-04-06 13:17:24
271896,2016-03-10 18:52:30,VW_Golf_4_1.6_TÜV_12/2016_Klima_Zahnriemen_NEU,privat,Angebot,1499,test,kombi,1999,manuell,110,golf,150000,9,benzin,volkswagen,nein,2016-03-10 00:00:00,0,38723,2016-03-10 18:52:30
359097,2016-03-10 14:54:36,Renault_Twingo_Dynamipe_1.2._16_V_Panorama_Glas_Dach,privat,Angebot,5750,test,,2017,manuell,76,twingo,90000,2,,renault,nein,2016-03-10 00:00:00,0,47167,2016-03-15 06:15:13
11397,2016-03-09 00:51:39,Tausche_oder_verkaufe_Opel_vectra_b_cc_Tuev_neu_112401_km,privat,Angebot,1790,control,limousine,1997,manuell,101,vectra,125000,4,benzin,opel,nein,2016-03-09 00:00:00,0,60489,2016-03-11 13:17:44
25626,2016-03-07 19:06:19,Peugeot_206_TÜV_09/2017_Klimaanlage,privat,Angebot,965,test,kleinwagen,2002,manuell,75,,150000,4,benzin,peugeot,,2016-03-07 00:00:00,0,63225,2016-03-15 01:45:33
233410,2016-03-26 00:29:41,Daewoo_Espero_1_8_Automatik,privat,Angebot,430,control,limousine,1997,,95,andere,80000,3,benzin,daewoo,nein,2016-03-25 00:00:00,0,60386,2016-03-26 15:43:43
46206,2016-04-01 11:51:34,Hyundai_Sonata_2.4_GLS,privat,Angebot,4400,test,limousine,2005,manuell,162,andere,90000,7,benzin,hyundai,nein,2016-04-01 00:00:00,0,50827,2016-04-07 08:17:19
93634,2016-03-13 13:39:13,Volkswagen_Polo_45_Servo_Comfortline__HU_09/2017,privat,Angebot,800,test,kleinwagen,1997,manuell,50,polo,150000,7,benzin,volkswagen,nein,2016-03-13 00:00:00,0,26135,2016-03-17 13:16:25
118228,2016-03-31 10:51:47,RESERVIERT_Bis_18_uhr_Touareg_2.5_TDI_R5_MOTORSCHADEN,privat,Angebot,4300,control,suv,2005,manuell,174,touareg,150000,7,,volkswagen,ja,2016-03-31 00:00:00,0,16515,2016-04-02 06:16:47
227591,2016-04-02 09:54:09,BMW_520iA_E39_NAVI__LEDER__GLASDACH__AHK...,privat,Angebot,6890,control,limousine,2003,automatik,170,5er,125000,6,benzin,bmw,nein,2016-04-02 00:00:00,0,93326,2016-04-02 09:54:09
260743,2016-03-24 13:38:02,VW_Polo_Auto,privat,Angebot,799,control,,2017,manuell,0,polo,150000,0,benzin,volkswagen,,2016-03-24 00:00:00,0,22119,2016-04-03 03:45:06
272865,2016-03-24 10:54:15,Mercedes_Benz_280_SE_Oldtimer_guter_Zustand,privat,Angebot,2900,test,limousine,1983,automatik,185,andere,150000,3,benzin,mercedes_benz,nein,2016-03-24 00:00:00,0,12357,2016-03-30 11:45:46
258385,2016-03-05 17:56:29,Toyota_Corolla_in_Berlin_zu_verkaufen!,privat,Angebot,3651,test,kombi,2003,manuell,97,corolla,100000,6,,toyota,nein,2016-03-05 00:00:00,0,10715,2016-03-12 09:56:01
27665,2016-03-05 21:53:10,Smart_smart_forfour_passion,privat,Angebot,3400,test,kleinwagen,2006,manuell,95,forfour,100000,9,benzin,smart,nein,2016-03-05 00:00:00,0,96528,2016-04-07 12:47:12
51836,2016-03-28 13:56:51,BMW_X3_2.5i,privat,Angebot,9980,test,suv,2004,manuell,192,x_reihe,125000,11,benzin,bmw,nein,2016-03-28 00:00:00,0,31275,2016-04-06 17:46:00
241567,2016-03-08 15:57:26,Vw_Bus_T3_Bj._1992_Hochdach__alter_Postbus__1_9l_Saugdiesel,privat,Angebot,950,test,bus,1992,manuell,68,transporter,150000,10,diesel,volkswagen,ja,2016-03-08 00:00:00,0,26125,2016-03-15 00:18:01
247577,2016-04-03 22:59:23,VW_Touran__2007__2_0l__103kw__140ps,privat,Angebot,7000,control,bus,2007,manuell,140,touran,150000,10,diesel,volkswagen,nein,2016-04-03 00:00:00,0,33100,2016-04-06 00:45:08
117395,2016-03-23 18:47:58,VW_polo_zum_super_Preis,privat,Angebot,1450,test,kleinwagen,1995,manuell,0,polo,150000,0,,volkswagen,nein,2016-03-23 00:00:00,0,91058,2016-03-23 18:47:58
315671,2016-03-23 10:58:29,Opel_astra_g,privat,Angebot,300,control,coupe,2000,manuell,75,astra,150000,7,benzin,opel,,2016-03-23 00:00:00,0,66625,2016-03-26 03:48:19
259263,2016-03-21 09:50:57,Audi_RS_6_Mod_2004_Guter_Zustand_Kein_Wartungsstau_!!!,privat,Angebot,14900,control,kombi,2004,automatik,450,andere,150000,4,benzin,audi,nein,2016-03-21 00:00:00,0,17255,2016-04-06 03:16:58
182198,2016-03-10 13:55:01,Seat_Leon_Fr_5F,privat,Angebot,17500,test,coupe,2015,manuell,122,leon,20000,3,benzin,seat,,2016-03-10 00:00:00,0,93336,2016-03-11 14:18:07
316623,2016-03-31 10:53:47,Volvo_V70_2.5T,privat,Angebot,2200,control,kombi,1997,automatik,144,v70,150000,11,benzin,volvo,nein,2016-03-31 00:00:00,0,22303,2016-04-06 03:46:56
44663,2016-03-06 20:47:37,Mercedes_Benz_B_200_Autotronic,privat,Angebot,7500,control,bus,2006,automatik,136,b_klasse,150000,4,benzin,mercedes_benz,nein,2016-03-06 00:00:00,0,51145,2016-04-07 00:46:13
312912,2016-03-20 08:56:30,Audi_a3_blau,privat,Angebot,1090,test,,2016,manuell,101,a3,150000,0,benzin,audi,nein,2016-03-20 00:00:00,0,32429,2016-03-20 09:47:44
165069,2016-03-30 17:57:08,Fiat_Stilo_1.8_16V_Dynamic,privat,Angebot,1900,control,limousine,2001,manuell,133,stilo,150000,10,benzin,fiat,nein,2016-03-30 00:00:00,0,26892,2016-04-07 09:44:56
19614,2016-04-04 20:44:01,Volkswagen_Multivan_T4_TDI,privat,Angebot,11900,control,bus,2000,manuell,151,transporter,150000,11,diesel,volkswagen,nein,2016-04-04 00:00:00,0,38667,2016-04-06 22:46:43
346046,2016-03-16 20:38:34,Viel_auto_fuer_kleines_Geld_tuev_bis_10/17,privat,Angebot,650,control,kleinwagen,2004,manuell,54,twingo,150000,9,,renault,,2016-03-16 00:00:00,0,6628,2016-04-07 06:45:38
312266,2016-03-27 23:56:16,Ford_KA_TÜV_Neu_Top,privat,Angebot,897,test,kleinwagen,1998,manuell,60,ka,150000,12,benzin,ford,nein,2016-03-23 00:00:00,0,29462,2016-03-29 06:47:40
229841,2016-03-20 20:55:36,Fiat_Grande_Punto_1.4_8V_Racing,privat,Angebot,4650,test,kleinwagen,2009,manuell,77,andere,50000,7,benzin,fiat,nein,2016-03-20 00:00:00,0,83533,2016-04-07 06:17:43
44408,2016-04-01 13:52:45,Skoda_Octavia_Combi_2.0_TDI_Ambiente,privat,Angebot,5400,test,kombi,2007,manuell,140,octavia,150000,1,diesel,skoda,nein,2016-04-01 00:00:00,0,93413,2016-04-01 14:42:26
166996,2016-03-20 20:55:36,Mercedes_Benz_B_200_CDI,privat,Angebot,8400,test,bus,2008,automatik,140,b_klasse,150000,6,diesel,mercedes_benz,nein,2016-03-20 00:00:00,0,66265,2016-04-07 06:17:43
13167,2016-04-02 14:45:47,FORD_KA.___Bj_06____80tkm_,privat,Angebot,400,test,,2006,manuell,59,ka,80000,0,benzin,ford,,2016-04-02 00:00:00,0,99734,2016-04-06 13:15:52
232047,2016-03-24 01:58:06,BMW_316i_compact_/1JAHR_TÜV&AU/ELK_SCHIEBEDACH_TOP,privat,Angebot,1299,test,limousine,1998,manuell,102,3er,150000,1,benzin,bmw,nein,2016-03-24 00:00:00,0,51645,2016-03-28 16:15:36
4736,2016-03-11 10:55:24,Opel_Corsa_1.3_CDTI_144TKM_Klimaautomatik,privat,Angebot,3190,test,kleinwagen,2003,manuell,69,corsa,150000,9,diesel,opel,nein,2016-03-11 00:00:00,0,63839,2016-03-12 15:17:33
151285,2016-03-08 11:52:53,Mercedes_Benz_G_400_CDI_Automatik,privat,Angebot,46900,control,cabrio,2002,automatik,250,g_klasse,150000,3,diesel,mercedes_benz,nein,2016-03-08 00:00:00,0,45127,2016-03-09 02:17:52
352130,2016-04-02 16:37:00,Mercedes_Benz_c180_w202,privat,Angebot,1800,control,limousine,1998,manuell,122,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-04-02 00:00:00,0,16868,2016-04-02 17:40:38
189582,2016-03-07 23:51:14,Chevrolet_Matiz_1.0_SX_Top_Zustand_TÜV_Neu,privat,Angebot,2999,test,kleinwagen,2007,manuell,67,matiz,50000,2,benzin,chevrolet,nein,2016-03-07 00:00:00,0,63607,2016-03-27 10:46:07
129114,2016-03-22 12:46:11,Hyundai_Santa_Fe_2.7_V6_4WD_GLS,privat,Angebot,3990,control,suv,2004,automatik,173,santa,150000,4,benzin,hyundai,ja,2016-03-22 00:00:00,0,22395,2016-03-25 04:20:01
222309,2016-03-19 18:46:59,Zu_verkaufen,privat,Angebot,2999,test,,2017,,0,a4,150000,0,diesel,audi,,2016-03-19 00:00:00,0,78467,2016-04-07 06:15:53
212750,2016-03-14 19:45:04,MINI_Cooper_D_Countryman,privat,Angebot,14300,control,kleinwagen,2012,manuell,111,cooper,50000,10,diesel,mini,nein,2016-03-14 00:00:00,0,63165,2016-03-23 22:47:52
115587,2016-03-28 16:53:00,Skoda_Yeti_1.2_TSi_Active_DSG_Anhaengerkupplung_1._Hd.,privat,Angebot,12450,test,suv,2012,automatik,105,yeti,60000,5,benzin,skoda,nein,2016-03-28 00:00:00,0,10709,2016-04-06 22:17:45
286989,2016-03-22 23:56:07,Audi_A3_Cabrio_!Top_Zustand!_Ambition_Xenon_Alcantara,privat,Angebot,14900,test,cabrio,2008,manuell,160,a3,100000,6,benzin,audi,nein,2016-03-22 00:00:00,0,85774,2016-04-07 06:46:30
292832,2016-03-16 13:25:17,gepflegter_VW_Polo___nur_65000_km,privat,Angebot,2450,test,kleinwagen,2001,automatik,60,polo,70000,6,benzin,volkswagen,nein,2016-03-16 00:00:00,0,61479,2016-03-18 06:30:36
343551,2016-03-22 14:46:36,Mercedes_Benz_CLK_Coupe_230_Kompressor_Avantgarde,privat,Angebot,3349,control,coupe,2000,manuell,197,clk,150000,8,benzin,mercedes_benz,nein,2016-03-22 00:00:00,0,88085,2016-03-26 15:45:44
121409,2016-03-27 00:46:22,Subaru_Impreza_2_0_GL_4_WD,privat,Angebot,3450,test,limousine,1997,manuell,116,impreza,50000,5,benzin,subaru,nein,2016-03-26 00:00:00,0,57074,2016-04-07 00:18:07
280270,2016-03-28 20:53:10,Ford_KA_mit_2_Jahren_TÜV,privat,Angebot,1400,control,kleinwagen,2000,manuell,50,ka,60000,6,benzin,ford,,2016-03-28 00:00:00,0,49549,2016-04-07 04:15:57
147620,2016-03-20 17:44:23,Jaguar_XF_3.0_V6_Diesel_S_F1_Schaltwippen,privat,Angebot,13490,test,limousine,2009,automatik,275,andere,150000,7,diesel,jaguar,nein,2016-03-20 00:00:00,0,59379,2016-03-21 20:45:15
151963,2016-04-03 13:36:22,Volkswagen_Polo_MIT_TÜV,privat,Angebot,650,control,kleinwagen,1997,manuell,50,polo,150000,9,benzin,volkswagen,nein,2016-04-03 00:00:00,0,36088,2016-04-05 12:18:11
246291,2016-03-29 20:25:19,Volkswagen_Golf_2.0_Trendline,privat,Angebot,3000,control,limousine,2001,manuell,116,golf,150000,10,benzin,volkswagen,nein,2016-03-29 00:00:00,0,60598,2016-03-31 17:29:33
299038,2016-03-26 21:50:37,Golf_4_1_8_T_agu_180_ps_Turbo,privat,Angebot,2000,control,kleinwagen,1998,manuell,180,,150000,5,benzin,volkswagen,ja,2016-03-26 00:00:00,0,56170,2016-04-06 23:46:12
337191,2016-03-08 00:37:15,Dodge_Coronet_500,privat,Angebot,24000,control,,1970,automatik,325,,70000,0,,sonstige_autos,,2016-03-08 00:00:00,0,67363,2016-03-08 06:46:39
351836,2016-03-19 14:59:28,BMW_5_er_Toring_Diesel_sehr_guter_Zustand,privat,Angebot,9500,test,kombi,2005,automatik,177,5er,150000,1,diesel,bmw,,2016-03-19 00:00:00,0,84371,2016-03-24 09:44:43
248963,2016-03-21 18:39:54,BMW_525tds,privat,Angebot,1350,test,limousine,2000,manuell,143,5er,150000,1,benzin,bmw,nein,2016-03-21 00:00:00,0,32049,2016-04-06 19:47:32
46307,2016-03-15 22:36:20,Ford_Fiesta_Klima_zv_el_fensterheber,privat,Angebot,1299,control,kleinwagen,2001,manuell,0,fiesta,125000,12,benzin,ford,,2016-03-15 00:00:00,0,24109,2016-03-26 02:16:02
314666,2016-04-01 09:46:06,VW_Passat_1.8_Kombi_TÜV_NEU,privat,Angebot,2790,test,kombi,2001,manuell,125,passat,150000,1,benzin,volkswagen,nein,2016-04-01 00:00:00,0,46045,2016-04-01 09:46:06
9651,2016-04-01 18:58:23,Mercedes_Benz_SLK_200_Kompressor_Automatik,privat,Angebot,12400,control,cabrio,2005,automatik,163,slk,100000,5,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,67459,2016-04-05 14:47:22
103786,2016-03-31 21:43:06,Seat_Exeo_ST_2.0_TDI_CR_Multitronic_Sport,privat,Angebot,13499,test,kombi,2012,automatik,143,exeo,60000,1,diesel,seat,,2016-03-31 00:00:00,0,38667,2016-04-06 16:45:40
219353,2016-03-12 17:43:08,Fiat_Grande_Punto_*Tuev_neu*_Gepflegter_Zustand_*,privat,Angebot,3190,test,andere,2009,manuell,65,punto,125000,7,benzin,fiat,,2016-03-12 00:00:00,0,33775,2016-03-19 18:48:39
288749,2016-03-13 16:48:18,Vw_Polo_Cross_9n3_1.9_tdi,privat,Angebot,5950,test,,2017,manuell,101,polo,150000,6,,volkswagen,nein,2016-03-13 00:00:00,0,71263,2016-04-06 17:45:36
32082,2016-03-28 02:32:41,Opel_Eco_flex__Diesel,privat,Angebot,5999,control,kleinwagen,2008,manuell,75,corsa,125000,3,diesel,opel,nein,2016-03-28 00:00:00,0,65760,2016-03-29 18:31:25
62758,2016-03-14 22:49:03,BMW_525d_touring,privat,Angebot,3600,control,kombi,2001,automatik,163,5er,150000,1,diesel,bmw,nein,2016-03-14 00:00:00,0,59073,2016-03-25 16:17:44
277872,2016-04-02 17:57:50,Porsche_911,privat,Angebot,39999,control,coupe,2004,,0,911,80000,8,benzin,porsche,nein,2016-04-02 00:00:00,0,26188,2016-04-02 18:40:55
138911,2016-03-31 11:58:06,Vw_Tiguan_bj_2.2012,privat,Angebot,19500,control,suv,2012,manuell,140,tiguan,80000,2,,volkswagen,nein,2016-03-31 00:00:00,0,79312,2016-04-06 04:46:46
271568,2016-03-21 13:55:10,BMW_X3_xDrive20d_Aut._Kur._XENON_1.HAND_SCHECK_LEDER,privat,Angebot,13980,test,suv,2009,automatik,177,x_reihe,150000,1,diesel,bmw,nein,2016-03-21 00:00:00,0,44532,2016-04-06 09:46:46
339429,2016-03-29 20:55:12,Trabant_601_Retro_/_Ratte_/_Low,privat,Angebot,2199,test,limousine,1990,manuell,26,601,60000,0,benzin,trabant,,2016-03-29 00:00:00,0,14712,2016-04-06 07:17:22
70418,2016-03-19 13:58:23,Vectra_C_2_2_Motor_Unfallauto_Bastler_Ersatzteilspender,privat,Angebot,0,test,,2005,manuell,125,vectra,150000,4,diesel,opel,ja,2016-03-19 00:00:00,0,66773,2016-04-02 20:16:26
126504,2016-03-19 16:50:58,C_200_CDI_Elegance,privat,Angebot,2700,test,limousine,2005,,0,c_klasse,150000,11,diesel,mercedes_benz,nein,2016-03-19 00:00:00,0,45699,2016-03-19 16:50:58
281150,2016-03-20 13:50:50,BMW_320td_compact_AHK_Tempomat_Checkheftgepflegt,privat,Angebot,2999,test,limousine,2002,manuell,150,3er,150000,11,diesel,bmw,nein,2016-03-20 00:00:00,0,22844,2016-03-31 20:47:09
23569,2016-03-16 19:43:17,Volkswagen_Lupo_1.4,privat,Angebot,1500,test,kleinwagen,1998,manuell,75,lupo,150000,11,benzin,volkswagen,nein,2016-03-16 00:00:00,0,39179,2016-03-25 22:15:55
150638,2016-03-10 23:37:12,Opel_Coras_B__1_4_Tuev_Neu___Zahnriemen_Neu_!_Servo_!,privat,Angebot,890,test,kleinwagen,1997,manuell,60,corsa,125000,8,benzin,opel,nein,2016-03-10 00:00:00,0,45701,2016-03-11 21:15:31
144313,2016-03-28 20:41:49,Ford_Kuga_2.5_4x4_Titanium_NAVI__Xenon__Sitzheizung,privat,Angebot,6390,control,suv,2012,manuell,200,kuga,150000,2,benzin,ford,ja,2016-03-28 00:00:00,0,81373,2016-04-07 02:47:03
269527,2016-04-07 13:06:35,VW_Golf_III_Euro_2,privat,Angebot,190,control,limousine,1996,manuell,60,golf,150000,11,benzin,volkswagen,,2016-04-07 00:00:00,0,56584,2016-04-07 13:25:20
139759,2016-04-01 23:56:34,Opel_Vectra_2.0_Edition_100,privat,Angebot,1099,control,limousine,1999,manuell,136,vectra,125000,7,benzin,opel,nein,2016-04-01 00:00:00,0,90443,2016-04-06 04:16:24
14014,2016-03-31 17:25:19,Mercedes_Benz_C_63_AMG._Letzte_Insp._vor_1000_Km_!_TÜV_Neu_!,privat,Angebot,33900,test,limousine,2009,automatik,457,c_klasse,100000,3,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,65479,2016-04-02 12:30:36
100524,2016-03-26 20:38:32,Golf_6_Variant_1.2,privat,Angebot,11500,control,kombi,2011,manuell,0,golf,70000,1,benzin,volkswagen,,2016-03-26 00:00:00,0,31303,2016-04-06 10:45:17
152371,2016-03-31 16:55:16,Golf_2_GTI_mit_TÜV,privat,Angebot,2600,control,limousine,1988,manuell,107,golf,150000,10,benzin,volkswagen,,2016-03-31 00:00:00,0,63584,2016-03-31 17:41:12
215788,2016-03-23 00:58:31,Twingo_2000,privat,Angebot,666,test,kleinwagen,2000,manuell,0,,150000,11,benzin,renault,,2016-03-22 00:00:00,0,10783,2016-04-07 06:46:30
213166,2016-03-12 09:47:45,Golf_7__Automatik_DSG__BMT__4_Tueren__Navi__ParkASSIST__Garantie,privat,Angebot,16750,control,limousine,2014,automatik,105,golf,20000,7,benzin,volkswagen,nein,2016-03-12 00:00:00,0,38448,2016-03-17 06:18:13
40814,2016-03-09 08:56:48,Honda_acoord_2.0__mit_Gas_lpg,privat,Angebot,800,test,,1999,manuell,148,accord,150000,7,,honda,,2016-03-09 00:00:00,0,44536,2016-04-07 11:15:20
301720,2016-03-14 15:46:45,Volkswagen_Golf_Cabrio_1.8_Avantgarde,privat,Angebot,550,control,cabrio,1995,manuell,90,golf,150000,3,benzin,volkswagen,nein,2016-03-14 00:00:00,0,83236,2016-03-15 10:44:25
350975,2016-04-01 12:53:25,BMW_318i__0151_75280483,privat,Angebot,2199,test,limousine,2001,manuell,118,3er,150000,4,benzin,bmw,nein,2016-04-01 00:00:00,0,90763,2016-04-07 10:15:57
55784,2016-04-03 15:42:27,Ford_Transit_Connect__Lang_,privat,Angebot,1750,test,bus,2008,manuell,75,transit,150000,1,diesel,ford,nein,2016-04-03 00:00:00,0,47119,2016-04-05 14:45:05
360201,2016-03-25 14:58:19,Mercedes_Benz_B_170,privat,Angebot,9400,control,bus,2007,manuell,116,b_klasse,50000,2,benzin,mercedes_benz,nein,2016-03-25 00:00:00,0,63654,2016-03-30 05:16:22
32262,2016-04-03 14:46:28,Volkswagen_Passat_CC_Sport_2_0_TDI___DSG_AUTOMATIK___EURO_5,privat,Angebot,14250,test,limousine,2009,automatik,140,passat,100000,4,diesel,volkswagen,nein,2016-04-03 00:00:00,0,66333,2016-04-05 13:45:55
38959,2016-03-19 20:46:56,Volkswagen_Polo_1.2_Style_TOP_ZUSTAND_8_Reifen_GARANTIE,privat,Angebot,8495,control,kleinwagen,2012,manuell,60,polo,50000,2,benzin,volkswagen,nein,2016-03-19 00:00:00,0,97618,2016-03-26 01:46:06
112764,2016-03-27 15:41:09,Volkswagen_Golf_1.8__Klima_,privat,Angebot,599,control,limousine,1996,manuell,75,golf,150000,6,benzin,volkswagen,nein,2016-03-27 00:00:00,0,23558,2016-04-07 12:18:00
168343,2016-03-27 09:56:28,Vectra_B_2.0_16v,privat,Angebot,1,test,limousine,2000,automatik,136,vectra,150000,0,benzin,opel,,2016-03-27 00:00:00,0,34576,2016-04-07 04:46:03
252601,2016-03-21 21:56:23,Nissan_Micra,privat,Angebot,300,control,kleinwagen,1997,manuell,60,micra,125000,3,benzin,nissan,ja,2016-03-21 00:00:00,0,40472,2016-04-07 02:16:32
200902,2016-03-25 21:37:24,Mercedes_Benz_Vaneo_CDI_1.7_Trend,privat,Angebot,4400,test,bus,2005,manuell,91,andere,150000,3,diesel,mercedes_benz,nein,2016-03-25 00:00:00,0,88069,2016-04-07 06:17:22
30158,2016-03-28 23:39:32,Volkswagen_Golf_1.9_Tdi_Kombi,privat,Angebot,4900,test,kombi,2008,manuell,105,golf,150000,0,diesel,volkswagen,,2016-03-28 00:00:00,0,77815,2016-04-07 07:16:47
279735,2016-04-05 12:57:00,Ford_Orion_Flair,privat,Angebot,500,test,limousine,1992,manuell,105,andere,100000,10,benzin,ford,ja,2016-04-05 00:00:00,0,53578,2016-04-05 12:57:00
196085,2016-03-25 21:44:55,Skoda_Fabia_COOL_EDITION_mit_Klimaanlage_8fach_bereift,privat,Angebot,5500,test,kleinwagen,2010,manuell,60,fabia,70000,11,benzin,skoda,nein,2016-03-25 00:00:00,0,28195,2016-03-27 09:44:24
199260,2016-03-31 21:54:19,Peugeot_106_XSi,privat,Angebot,950,test,kleinwagen,1996,manuell,103,1_reihe,150000,1,benzin,peugeot,nein,2016-03-31 00:00:00,0,65760,2016-04-01 11:48:51
105889,2016-03-16 18:55:26,Sehr_gepflegter_Audi_A3,privat,Angebot,6500,control,limousine,2008,manuell,105,a3,150000,4,diesel,audi,nein,2016-03-16 00:00:00,0,61273,2016-04-05 22:17:29
255485,2016-04-04 14:46:16,Chevrolet_Lacetti_1.6_Gas_SX,privat,Angebot,1450,test,limousine,2005,manuell,109,andere,150000,12,lpg,chevrolet,nein,2016-04-04 00:00:00,0,50739,2016-04-06 16:15:59
278593,2016-03-16 12:36:20,Schoener_Megane_voll_Fahrbereit_und_ohne_Rost,privat,Angebot,650,test,limousine,1998,manuell,75,megane,150000,6,benzin,renault,,2016-03-16 00:00:00,0,46047,2016-03-22 18:16:13
197787,2016-03-17 09:57:23,Sehr_schoener_und_gepflegter_VW_Golf_VI_TSI,privat,Angebot,8200,test,,2018,manuell,122,,125000,0,,volkswagen,,2016-03-17 00:00:00,0,26725,2016-03-22 17:46:32
242936,2016-03-28 11:38:14,Opel_Tigra_mit_97500_KM_und_TÜV_01/2018,privat,Angebot,1100,control,coupe,1996,manuell,90,tigra,100000,7,benzin,opel,ja,2016-03-28 00:00:00,0,42117,2016-04-06 13:17:30
77606,2016-03-16 07:56:51,Ford_Escort_Kombi_dunkelrot,privat,Angebot,100,control,kombi,1997,manuell,90,escort,150000,4,benzin,ford,,2016-03-16 00:00:00,0,31234,2016-03-20 06:44:36
136513,2016-03-15 23:57:25,BMW_M135i_Estoril_Blau_mit_1_Jahr_Garantie,privat,Angebot,29900,control,limousine,2013,automatik,319,1er,50000,3,benzin,bmw,nein,2016-03-15 00:00:00,0,99427,2016-03-17 05:45:16
65717,2016-03-21 19:54:46,Mercedes_Benz_C_200_CGI_Automatik_BlueEFFICIENCY_Avantgarde,privat,Angebot,16000,test,limousine,2010,automatik,184,c_klasse,100000,4,benzin,mercedes_benz,nein,2016-03-21 00:00:00,0,77770,2016-04-01 02:45:20
